contentid,contenttypeid,title,homepage,overview,tel,telname,createdtime,modifiedtime,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel
2848939,39,튼튼장어 무한리필,,"튼튼장어 무한리필은 부산 기장군 일광읍에 위치한 음식점으로 뷔페를 겸한 무한리필 장어 전문점이다. 일광역 1번 출구 근처에 있어 접근성이 뛰어나다. 잘 손질된 장어를 직접 골라 불판에서 구워 먹을 수 있다. 장어 외에도 삼겹살, 훈제 오리, 소시지, 주꾸미, 새송이 등 여러 종류의 메뉴를 무제한으로 이용할 수 있다. 셀프 반찬대에는 깻잎, 마늘, 양파, 초 생강, 고추냉이, 쌈무 등 여러 가지의 채소가 있다. 또 샐러드, 치즈스틱, 치킨 윙, 볶음밥, 초밥, 구운 떡, 오렌지, 방울토마토 등 밥과 디저트가 준비되어 있다. 기본 흰쌀밥과 장엇국도 제공된다. 장어를 잘 못 먹는 아이도 다양한 메뉴가 준비되어 있어 부담 없이 올 수 있다. 식당 바로 앞 일광해수욕장이 있어 식사 후 가볍게 산책하는 것도 좋다.",,,20220905110752,20250116113904,http://tong.visitkorea.or.kr/cms/resource/59/2848759_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2848759_image3_1.jpg,Type3,6,3,26,710,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 기장군 기장해안로 1301,,46044,129.2331682209,35.2601393874,6
2853081,39,파나카F,"<a href=""https://www.instagram.com/panaca_f/""target=""_blank"" title=""새창 : 파나카F 사이트로 이동"">https://www.instagram.com/panaca_f/</a>","금정마을 안에 있는 동래 숲속 뷰 카페 파나카F는 도심에서 차로 5분 거리 숲속에서 자연을 만끽하며 여유롭게 커피를 즐길 수 있는 숲세권 카페다. 커피, 핸드드립, 에이드, 밀크티 등 음료 메뉴가 다양하다. Panama Caja의 줄임말로 '파나마에서 온 상자'라는 뜻에 Forest를 붙여 Panaca F가 만들어졌다. 파나마의 환상적인 자연환경 속에서 자란 생두를 직접 수입하고 로스팅, 추출까지 커피의 모든 가공 과정에 참여함으로 맛의 일관성과 독특함을 두루 갖춘 커피를 제공한다. 또한 나무꾼케이크, 제리치즈케이크 등 만듦새가 좋은 디저트도 인기가 좋다. 저녁이 되면 반짝이는 조명과 함께 소나무 숲에 둘러싸인 계단식 야외 데크가 포토존으로 변한다. 매장 앞에 주차 공간이 있다. 근처에 사직공원과 금강공원이 있어 함께 둘러보기 좋다.",,,20220914111145,20250120132727,http://tong.visitkorea.or.kr/cms/resource/78/2853078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2853078_image3_1.jpg,Type3,6,6,26,260,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 동래구 금정마을로 54,,47718,129.0627927041,35.2121971536,6
142853,32,파라다이스 호텔 부산,"<a href=""https://www.busanparadisehotel.co.kr"" target=""_blank"" title=""새창 : 파라다이스호텔 부산 홈페이지로 이동"">https://www.busanparadisehotel.co.kr</a>","파라다이스 호텔 부산은 국제관광도시, 부산 해운대 해변에 자리한 호텔이다. 객실에는 바다 전망 발코니가 마련되어 있어, 탁 트인 해운대 바다를 감상하며 여유로운 휴식을 즐길 수 있다. 또한, 사계절 내내 온천수와 함께 바다를 바라보며 힐링 할 수 있는 야외 온천 오션스파 씨메르와 야외 온수풀, 그리고 가족 여행객을 위한 다양한 시설과 프로그램이 마련되어 있어 연인, 친구, 아이와 함께하는 가족단위 손님까지 편안한 휴식을 즐길 수 있다. 이 뿐만 아니라 고급스러운 분위기의 다채로운 다이닝 레스토랑이 즐비해 있어 취향에 맞게 선택해 음식을 즐길 수 있다.",,,20031223090000,20250721162401,http://tong.visitkorea.or.kr/cms/resource/55/3510355_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3510355_image3_1.jpg,Type3,6,16,26,350,AC,AC01,AC010100,B02,B0201,B02010100,부산광역시 해운대구 해운대해변로 296,,48099,129.1641214339,35.1599409935,6
133314,39,팔미초밥,,"팔미초밥은 부산 연제구에 위치한 신선한 초밥 전문 음식점이다. 이곳은 신선한 재료와 정성스러운 손길로 만들어진 초밥을 제공하며, 특히 다양한 해산물을 사용한 초밥이 인기이다. 아늑한 분위기 속에서 친절한 서비스와 함께 식사를 즐길 수 있어, 가족이나 친구들, 연인과 함께 방문하기 좋은 장소이다. 신선한 재료로 만든 초밥을 합리적인 가격에 제공하며, 지역 주민들뿐만 아니라 관광객들에게도 사랑받는 맛집이다. 팔미초밥은 부산에서 꼭 가봐야 할 초밥 맛집으로 알려져 있다.",,,20041230090000,20250307141556,,,,6,13,26,470,FD,FD02,FD020200,A05,A0502,A05020300,부산광역시 연제구 월드컵대로119번길 8,,47596,129.0818167950,35.1849700007,6
2844738,39,팜카페,"<a href=""https://www.instagram.com/farm41_cafe""target=""_blank"" title=""새창 : 팜카페 사이트로 이동"">https://www.instagram.com/farm41_cafe</a>","부산광역시 기장군에 위치한 팜카페는 도심 속 정원에서 반려동물과 함께 브런치를 먹을 수 있는 카페이다. 대표 메뉴는 직접 재배한 토마토와 로메인이 들어간 바게트샌드위치이고 아메리카노, 농장주스, 몽블랑, 클럽샌드위치 등 다양한 메뉴가 준비되어있다. 한 팀당 세 마리까지, 15kg이하의 강아지와 이용이 가능하다. 강아지를 동반하지 않고 구경 목적으로 방문하는 어린이의 동반은 제한된다. 팜에서 반려견과 함께 힐링할 수 있는 카페이다. 인근에 함께 둘러보기 좋은 관광지로는 국립부산과학관 어린이과학관, 국립부산과학관새싹누리관, 해광사, 헤운대 달맞이길 등이 있다.",,,20220829101002,20250609132037,http://tong.visitkorea.or.kr/cms/resource/32/2844732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2844732_image3_1.jpg,Type3,6,3,26,710,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 기장군 기장읍 석산1길 41,,46081,129.2106078643,35.2033453296,6
2613988,32,팝콘 호스텔 해운대점,"<a href=""http://popcornhaeundae.com/8463""target=""_blank"">http://popcornhaeundae.com/8463<a/>","팝콘 호스텔 해운대는 해외 호스텔 업계와 여행업에서 일했던 젊은 사람들이 뭉쳐서 만든 특별한 호스텔이다. 해운대에서 시작해서 모던한 인테리어로 젊은 고객분들이 편안하고 자유롭게 이용할 수 있도록 만들어져 있으며, 가능한 객실마다 개별 욕실이 구비되어 가족과 친구끼리 숙박하기에 편리하게 시설이 마련되어 있다.",,,20190802190541,20251023143000,,,,6,16,26,350,AC,AC06,AC060200,B02,B0201,B02011100,부산광역시 해운대구 해운대해변로 321,(중동)11층,48096,129.1653073710,35.1625407241,
3370514,15,페스티벌 시월,"<a href=""https://shiwol.com/"" target=""_blank"" title=""새창 : 페스티벌 시월 축제 페이지"">https://shiwol.com/</a>","페스티벌 시월은 전국 최초 융복합 전시컨벤션 축제로 9~10월에 개최하는 부산 대표 축제·행사를 통합하여 새로운 경험과 비즈니스 네트워크를 쌓아갈 수 있는 기회를 마련한 도시 플랫폼이다. '페스티벌 2025'에서는 뮤직, 무비, 비즈니스, 레저 등 10개 테마별 축제, 행사, 포럼의 창작자, 기관, 기업들이 만나 서로의 영역을 교류하고 확장하는 특별한 경험의 장이 펼쳐진다.",051-711-0054,부산광역시,20240920150004,20250910105730,http://tong.visitkorea.or.kr/cms/resource/68/3533968_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3533968_image3_1.jpg,Type3,6,16,26,350,EV,EV01,EV010200,A02,A0207,A02070200,부산광역시 해운대구 APEC로 55 (우동),벡스코 등 부산광역시 전역,48060,129.1355209016,35.1687450332,6
2731553,32,펠릭스바이STX,"<a href=""https://www.felixbystx.com/"" target=""_blank"" title=""새창 : 펠릭스바이STX 홈페이지로 이동"">https://www.felixbystx.com/</a>","부산 해운대에 위치한 펠릭스바이에스티엑스는 STX 서비스에서 운영하는 라이프스타일 호텔로, 지하철 해운대역 5번 출구가 연결되어 있어 뛰어난 접근성과 편리한 교통환경을 갖추고 있다. 객실은 다양한 크기의 스튜디오 타입과 스위트 타입으로 구성되어 있다. 비즈니스 출장객 및 여행객 모두가 편안하게 머물 수 있도록 객실마다 취사 가능한 주방과 테이블, 업무용 데스크, 세탁기 등 편의용품을 갖췄다.",,,20210805224346,20250121160455,http://tong.visitkorea.or.kr/cms/resource/69/2816269_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2816269_image2_1.jpg,Type3,6,16,26,350,AC,AC02,AC020200,B02,B0201,B02011300,부산광역시 해운대구 해운대로 620 해운대 라뮤에뜨,,48094,129.1584801742,35.1630016570,6
128055,12,평화공원,"<a href=""https://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000601002003000""target=""_blank"" title=""새창: 부산남구 문화관광"">https://www.bsnamgu.go.kr</a>","평화공원은 부산 남구 대연동에 위치한 공원으로 부산 시민들의 대표적인 쉼터로 알려져 있다. 2005 APEC 정상회의 개최를 기념하기 위해 UN 기념공원 인근에 조성되어 바닥분수, 파고라, 조깅코스 등 다양한 시설이 있다. 또한 인근에 박물관, 문화회관 등 역사문화체험공간과 어우러진 명소이다. 이곳은 동백나무, 소나무 등 수목 3만 그루를 심어 더욱 푸른 공간으로 탄생시켰다. 공원 한가운데 하늘로 솟구쳐 오르는 분수가 있어 여름에는 이곳에서 물놀이를 즐길 수 있고, 밤에는 아름답게 빛나는 분수를 배경으로 연인과 함께 시간을 보내기에 좋다.",,,20040302090000,20250305145508,http://tong.visitkorea.or.kr/cms/resource/63/3370163_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3370163_image3_1.jpg,Type1,6,4,26,290,VE,VE03,VE030100,A02,A0202,A02020700,부산광역시 남구 신선로447번길 10,,48529,129.0995779953,35.1253214518,6
2756678,39,포레스트3002,"<a href=""https://www.instagram.com/forest3002/"" target=""_blank"" title=""새창 : 포레스트3002 인스타그램으로 이동"">https://www.instagram.com/forest3002/</a>","탁 트인 넓은 잔디밭에서 바다를 바라보며 편히 쉴 수 있는 공간이다. 소품, 옷, 모자 등을 판매하기도 하고 가끔 시간이 맞을 때는 재즈, 클래식 공연도 감상할 수 있다. 언제든 캘리그래피 체험을 해볼 수 있도록 파스텔, 물감과 붓, 펜 등이 구비되어 있다. 샌드위치, 크루아상, 케이크부터 피자 종류까지 있어 다양한 메뉴를 취향대로 고를 수 있다. 아기자기하게 꾸며진 카페 내부 곳곳을 살펴보는 재미가 있고 지하에는 비밀스러운 공간 ‘부산스런 갤러리’도 있다. 부산을 배경으로 한 다양한 사진 전시를 볼 수 있고 구매도 가능하다. 예약하면 이곳에서의 사진 촬영도 가능하다.",,,20211013235120,20251104171929,http://tong.visitkorea.or.kr/cms/resource/96/2756896_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2756896_image3_1.jpg,Type3,6,1,26,440,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 강서구 낙동남로682번길 262 (녹산동),,46736,128.8935322897,35.1159575984,6
2844748,39,포에버얌 부산기장점,"<a href=""https://www.instagram.com/pho.everyum/"" target=""_blank"" title=""새창 : 포에버얌 인스타그램으로 이동"">https://www.instagram.com/pho.everyum/</a>","부산광역시 기장군 온정방파제 입구에 있는 포에버얌은 베트남 음식점이다. 소고기와 닭고기, 10여 가지의 야채와 향신료로 6시간 동안 직접 우려낸 진한 육수로 만든 베트남식 쌀국수를 선보인다. 이곳의 대표메뉴는 왕갈비쌀국수와 분짜이며, 이외에도 소고기쌀국수와 매운우삼겹쌀국수, 돼지고기파인볶음밥, 분보싸오, 짜조 등의 다양한 베트남 음식이 준비되어 있다.",,,20220829101528,20250828132443,http://tong.visitkorea.or.kr/cms/resource/40/2844740_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2844740_image3_1.jpg,Type3,6,3,26,710,FD,FD02,FD020400,A05,A0502,A05020700,부산광역시 기장군 일광읍 문오성길 43,,46041,129.2583070724,35.2827845407,6
2869249,39,푸디1354,"<a href=""https://www.instagram.com/busanfoodie1354/""target=""_blank"" title=""새창 : 푸디1354 사이트로 이동"">https://www.instagram.com/busanfoodie1354/</a>",푸디1354는 부산광역시 강서구에 있는 토마호크 스테이크와 우대 갈비 맛집으로 유명한 곳이다. 매장 내부는 평법한 고깃집 같지 않은 깔끔하고 세련된 분위기로 꾸며졌다. 토마호크와 티본이 주메뉴로 저온 숙성과 특별한 기법으로 고기를 숙성시켜 조리한다. 기본 찬으로 샐러드와 바질과 맛있는 소스로 버무려진 육회가 나온다. 루프탑은 제주도를 연상케 하는 돌담과 야자수가 있으며 포토존도 여러 군데 있다. 또한 강이 보이는 리버뷰로 일몰을 감상할 수 있고 저녁에는 예쁜 조명을 밝혀 캠핑 분위기를 느낄 수 있다. 이곳은 다양한 와인과 술 종류가 준비되어 있어 술 한 잔을 곁들인 뒤 식사를 해도 좋다. 근처에 에코델타시티 전망대가 인접해 있어 함께 둘러보기 좋다.,,,20221018144733,20250623133925,http://tong.visitkorea.or.kr/cms/resource/06/2869206_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2869206_image3_1.jpg,Type3,6,1,26,440,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 강서구 가락대로 1354 (봉림동),,46708,128.9029434656,35.1856110779,6
2616371,39,풍년오리박사,,"부산 풍년오리박사는 철저히 좋은 재료를 쓰는 것만이 좋은 음식, 맛있는 음식을 만들 수 있다고 생각한다. 청수오리흑숙은 식품 특허를 출원한 요리로 오리에 12가지 곡물을 이용하여 음양 조화를 맞추어 보신 음식으로 개발한 것으로 이곳에서만 조리 판매된다. 청둥오리 보양탕은 오리고기에 다양한 순수생약과 풍년 오리 박사의 노하우인 사물탕을 독특하게 조리해낸 일품요리로 전통 지정 음식이다. 오리불고기는 특제 양념에 재운 오리 고기를 신선한 채소와 함께 볶아내어 풍부한 맛과 향을 자랑한다. 또한, 오리백숙과 오리탕 등 다양한 오리 요리를 제공하여, 오리 고기를 선호하는 사람들에게 안성맞춤이다.",,,20190823233430,20250526105305,http://tong.visitkorea.or.kr/cms/resource/16/2616416_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2616416_image2_1.jpg,Type3,6,2,26,410,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 금정구 청룡로 40 (청룡동),,46201,129.0882165219,35.2756710635,6
2832642,39,풍원장시골밥상집,,"익숙하게 접할 수 있는 한식에 30년 전통 노하우를 더한 풍원장시골밥상집은 부산 기장에 위치하고 있다. 숯불에 구워 기름기를 쏙 뺀 돼지불고기 정식과 잡내 없이 보들보들 삶아낸 돼지 수육 정식, 담백한 오리 훈제, 신선하고 영양 만점인 회 정식, 전복회 정식 등 모든 메뉴가 대표 메뉴로 소개될 만큼 먹거리가 풍성한 한정식 음식점이다. 이 외에도 도시락도 판매하고 있어 혼자사는 사람들도 푸짐한 한식을 포장해 맛볼 수 있다. 식당 내부는 정겨운 분위기가 물씬 느껴지며 단체석도 준비되어 있어 단체모임이나 가족모임, 회식장소로도 적합하다. 풍원장시골밥상집은 전통적인 맛과 정성을 중시하는 이들에게 추천할 만한 곳이다.",,,20220804151957,20250527172035,http://tong.visitkorea.or.kr/cms/resource/39/2832639_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2832639_image3_1.jpg,Type3,6,3,26,710,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 기장군 기장읍 기장해안로 250,,46083,129.2232402619,35.1974490024,6
2891887,39,프루터리포레스트,"<a href=""http://fruiterie.co.kr""target=""_blank"" title=""새창 : 프루터리포레스트 홈페이지로 이동"">http://fruiterie.co.kr</a>","광안리 바닷가의 과일 카페 프루터리포레스트는 달맞이고개 끝자락 숲속에 있다. 부산에서 가장 번화한 해운대 한 가운데 이렇게 조용한 숲이 있을 줄 누가 알았을까 싶은 곳에 있다. 프루터리포레스트는 신선한 과일을 가장 신선한 방법으로 만든 콜드프레스 주스와 달콤하고 건강한 프루츠디저트가 맛있는 곳이다. 넓은 온실 정원과 루프탑 등이 있어 다양한 좌석에서 자연을 즐길 수 있다. 반려견 동반도 가능하다. 가까운 곳에 해운대 블루라인 송정정거장, 송정해수욕장이 있어 함께 둘러보기 좋다.",,,20221031162311,20251024152407,http://tong.visitkorea.or.kr/cms/resource/83/2891883_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2891883_image3_1.jpg,Type3,6,16,26,350,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 해운대구 달맞이길 491,,48068,129.1928600605,35.1796365432,6
2999905,12,플루니티,"<a href=""https://blog.naver.com/sho0051"" target=""_blank"" title=""새창 : 플루니티 네이버 블로그로 이동"">https://blog.naver.com/sho0051</a>","부산 영도의 오래된 마을인 봉산마을 내에 위치한 플루니티는 꽃차와 다식 체험을 할 수 있는 작고 소박한 공간으로 국내 친환경 꽃과 약용식물을 재배하는 농장과 계약 재배를 통해 재료를 공급받고 있다. 꽃차 만들기, 전통 다식 만들기 외에도 퍼스널 플라워티블렌딩 클래스, 꽃차 컬러테라피 클래스 등의 체험이 있다. 한국관광공사 관광두레 부산 영도 지역 사업체로서 현재는 소규모 단체와 기업을 대상으로 체험 프로그램을 운영 중이므로 개인 방문 시 미리 연락하는 것을 추천한다.",,,20230822180038,20250109092450,,,,6,14,26,200,EX,EX07,EX070200,A02,A0203,A02030400,부산광역시 영도구 번영길 8,,49059,129.0452947259,35.0923685831,6
2832649,39,피크스퀘어,"<a href=""http://instagram.com/peak.square""target=""_blank"" title=""새창 : 피크스퀘어 사이트로 이동"">http://instagram.com/peak.square</a>","부산 기장에 위치한 피크스퀘어는 독특한 형태의 외관을 자랑한다. 제주도에서나 볼법한 돌 담벼락에 둘러싸인 오션뷰 카페다. 찾아가는 길이 좁아 불편하지만, 건물 앞에 도착하면 넓은 주차장이 있다. 카운터와 카페 공간이 분리되어 차분한 분위기에서 커피를 즐길 수 있는 곳이다. 들어가는 입구 왼쪽에 화살표는 피크스퀘어의 포토존으로 유명하다. 화살표 표시 옆으로 건물을 등지고 서면 건물과 하늘이 맞닿아 멋진 사진을 남길 수 있다. 피크스퀘어에는 산미와 바디감이 있는 원두 종류를 취향에 따라 선택할 수 있다. 이 밖에도 간단하게 먹을 수 있는 케이크, 앙버터, 몽블랑 등 다양한 디저트도 있다. 가족들과 친구 그리고 연인과 함께 방문하기 좋다.",,,20220804152913,20250527172713,http://tong.visitkorea.or.kr/cms/resource/46/2832646_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2832646_image3_1.jpg,Type3,6,3,26,710,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 기장군 기장해안로 864,,46078,129.2439402696,35.2325510123,6
2875819,39,하가원 해운대점,,"하가원 해운대점은 좌동재래시장 안에 있는 콩국수와 수제비를 판매하는 한식당이다. 대표 메뉴는 강원도에서 직접 재배한 콩으로 만든 사계절 즐길 수 있는 콩국수이다. 국수 위에 고명을 올리지 않는 게 특징인데, 오히려 콩국의 진한 맛을 느낄 수 있다. 수제비 역시 이곳의 또 다른 대표메뉴이다. 그 외에도 해물파전, 돌판 비빔밥, 왕만두 등 다양한 메뉴가 준비되어 있어 취향에 맞게 선택해 즐길 수 있다. 가게 매장이 넓고 주차는 매장 앞에 할 수 있지만 주차를 할 수 있는 공간이 많지 않아 인근 공영주차장을 이용하는 것을 추천한다. 가게 주변으로 해운대수목원, 동백섬 해안산책로 등이 인접해 있어 함께 둘러보기 좋다.",,,20221026130040,20250704092015,http://tong.visitkorea.or.kr/cms/resource/17/2875817_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/2875817_image3_1.JPG,Type3,6,16,26,350,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 해운대구 좌동로91번길 28 (좌동),,48079,129.1742979566,35.1734396708,6
2785276,39,하기연진주냉면,,"하기연 진주냉면은 소고기와 해산물을 기본으로 한 육수에 청정 제주산 쓴(흑)메일로 만든 면을 넣고 시원한 배, 상큼한 오이, 맛깔스러운 색을 내주는 노란 지단과 삶은 계란, 계란 물을 입혀 맛있게 구워 낸 육전을 푸짐하게 올린 경상남도 진주의 향토음식인 진주냉면 맛집이다.",,,20211202223942,20250828093920,http://tong.visitkorea.or.kr/cms/resource/01/2798101_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/01/2798101_image3_1.JPG,Type3,6,10,26,380,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 사하구 괴정로 34 (하단동),,49413,128.9678872863,35.1027993255,6
2787137,39,하녹,"<a href=""https://www.instagram.com/ha.nok_busan""target=""_blank"" title=""새창 : 업체인스타그램 이동"">https://www.instagram.com/ha.nok_busan</a>","부산 기장군에 자리한 고즈넉한 분위기의 한옥 카페다. 짙푸른 산으로 둘러싸여 더욱 운치가 느껴지는 이곳은 한옥 특유의 우아함과 서정적인 풍광이 매력이다. 기와지붕을 얹은 대문을 들어서면 작은 연못과 징검다리, 정자를 떠올리게 하는 별채가 그림처럼 펼쳐진다. 대청마루를 활용한 널찍한 테라스도 부드러운 바람을 즐기기 좋다.",,,20211207184100,20250828101959,http://tong.visitkorea.or.kr/cms/resource/79/2791979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2791979_image3_1.jpg,Type3,6,3,26,710,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 기장군 기장읍 내리길 146-5,,46076,129.1996889809,35.2174185508,6
2852277,39,하늘아래 첫 집,,"하늘아래 첫 집은 부산광역시 기장군 정관읍 삼각산 자락에 있는 참나무구이 전문점이다. 넓은 주차장과 개별 방갈로 시설이 갖춰져 있어 편리하게 이용 가능하며, 고소하고 담백한 장어구이와 훈제 돼지고기의 맛이 좋다. 특히 탁 트인 방갈로에서 자연 경관을 감상하며 식사할 수 있어 가족 모임이나 외식에 적합하다.",,,20220908160002,20250828170308,http://tong.visitkorea.or.kr/cms/resource/69/2852269_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2852269_image3_1.jpg,Type3,6,3,26,710,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 기장군 정관읍 병산2로 54-23,,46003,129.1938108439,35.3492314413,6
2848930,39,하바나,"<a href=""https://www.instagram.com/havana_official_/"" target=""_blank"" title=""새창 : 하바나 인스타그램으로 이동"">https://www.instagram.com/havana_official_/</a>","부산시 기장군 일광면 바다 앞에 위치한 하바나는 이국적인 분위기의 브런치 카페이다. 하바나는 하늘, 바다 그리고 너와 나의 줄임말로 야외 테이블과 작은 오두막이 있어 가족, 연인, 친구들과 함께 방문하기 좋다. 또, 가게 내부에서 그날의 무드에 맞는 음악을 빈티지 진공관 스피커로 틀어주고 있어 분위기 있는 휴식이 가능하다. 이곳의 인기메뉴는 제주 흑돼지 불고기와 불향을 입힌 새우가 만난 피자이다. 이외에도 매장에서 직접 만들어 제면 한 생면 투움바 파스타와 크림파스타, 황금빛 패스츄리 모자를 쓴 팟 파이 수프 등 이색적이고 다양한 메뉴들이 준비되어 있다.",,,20220905112244,20250610111925,http://tong.visitkorea.or.kr/cms/resource/93/2848793_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2848793_image3_1.jpg,Type3,6,3,26,710,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 기장군 일광읍 일광로 792,,46039,129.2610810343,35.3114897076,6
2804372,32,하운드호텔 부산역점,"<a href=""https://houndhotelbusanstation.com/"" target=""_blank"" title=""새창 : 하운드호텔 부산역점 홈페이지로 이동"">https://houndhotelbusanstation.com/</a>","하운드호텔 부산역점은 지하철 부산역과 초량역 사이에 있고 KTX 부산역과 부산항국제여객터미널도 가까워 이동에 편리하다. 객실은 침실, 온실 등 다양한 타입으로 구성되어 있다. 디럭스 더블 테라스에서는 초량동 일대 풍경을 둘러볼 수 있고, 패밀리 스위트 트윈은 가족 손님에게 인기가 있다. 12층 루프탑은 호텔의 자랑거리로 루프탑 수영장에서 사계절 내내 부산 도심을 즐길 수 있다. 전 객실에 바이러스 살균기와 스타일러를 설치했고 넷플릭스도 시청할 수 있다.",,,20221231002325,20250122113640,http://tong.visitkorea.or.kr/cms/resource/82/2804082_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2804082_image3_1.jpg,Type3,6,5,26,170,AC,AC01,AC010100,B02,B0201,B02010100,부산광역시 동구 중앙대로236번길 9 하운드호텔,(초량동),48732,129.0427025928,35.1177518053,6
2858955,39,하진이네,,"부산 청사포 횟집촌에 있는 하진이네는 장어와 조개구이 전문점이다. 1층, 2층으로 이루어진 하진이네는 좌석 간 간격이 넓어 쾌적하게 음식을 먹을 수 있고, 창가 쪽에 앉으면 청사포 바다를 볼 수 있어 주말에는 금방 자리가 찬다. 조개구이 전문점으로 싱싱하고 속이 꽉 찬 가리비, 키조개, 대합, 바지락 등 여러 종류의 조개들을 먹을 수 있다.",,,20220923142703,20250829152055,http://tong.visitkorea.or.kr/cms/resource/44/2858944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2858944_image3_1.jpg,Type3,6,16,26,350,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 해운대구 청사포로 151 (중동),,48116,129.1940076674,35.1620496446,6
2775565,12,학리항(학리방파제),,"부산광역시 기장군 일광면 학리에 있는 어항으로 기장 해안가의 오래된 포구이다. 멸치로 유명한 대변항과 회로 유명한 칠암항 다음으로 기장군내에서는 규모가 큰 항이기 때문에 어선을 보호하기 위해 만들어진 방파제가 있다. 활어를 유통, 판매하고 있으며 어촌 마을인 학리마을, 북쪽의 일광 해수욕장과 연결된 해변로를 따라 산책할 수 있다. 전국에서 처음으로 미역과 다시마를 양식하기 위하여 기르는 종묘를 생산하고 양식에 성공을 거둔 곳이기도 하다. 크고 작은 방파제와 빨갛고 하얀 등대가 어촌의 풍경을 자아내는 포구이다.",,,20211118004931,20250305103704,http://tong.visitkorea.or.kr/cms/resource/27/3334627_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3334627_image3_1.jpg,Type3,6,3,26,710,NA,NA02,NA020700,A01,A0101,A01011400,부산광역시 기장군 일광면 학리 251-13,,46045,129.2477530679,35.2599730111,6
2550799,14,한국기독교선교박물관,"<a href=""https://museum-kcm.or.kr/""target=""_blank"" title=""새창: 한국기독교선교박물관 홈페이지로 이동"">https://museum-kcm.or.kr/</a>","한국기독교선교박물관은 초창기 선교사들의 복음 활동과 역사를 전시하고 있다. 2009년 개관한 이래, 한국 기독교의 성장 과정을 깊이 이해할 수 있는 공간으로 거듭 발전하고 있다. 초창기 한국 교회의 유산인 고성서를 비롯해 잡지, 사진 등 기독교 자료를 관람할 수 있는 상설전시실, 특별전시실이 있고, 근현대 민속품을 직접 보고 체험할 수 있는 민속실이 있어 다양한 전시를 경험할 수 있다. 전시를 통해 한국 기독교의 옛 모습을 돌아보고, 기독교가 근대 여명기 한국의 역사에 미친 영향을 소개한다. 또, 세계 각국에서 제작한 성경과 찬송가 등을 전시하여 기독교에 대한 이해를 돕고 있다.",,,20180614233446,20250418101247,http://tong.visitkorea.or.kr/cms/resource/81/3081181_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/3081181_image3_1.JPG,Type3,6,6,26,260,VE,VE07,VE070100,A02,A0206,A02060100,부산광역시 동래구 충렬대로202번가길 24 (수안동),,47817,129.0828690343,35.2012570842,6
